(base) tsp330@TSP330-PC:~/Pytorch-Handwritten-Mathematical-Expression-Recognition$ python3 Train.py
total words/phones 112
total  8359 batch data loaded
ignore 476 images
total  925 batch data loaded
ignore 61 images
epoch is 0, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 1.436%, running_loss is 94.721869
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 4.307%, running_loss is 1.244266
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 5.742%, running_loss is 0.085487
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 7.178%, running_loss is 3.441595
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 8.613%, running_loss is 1.110175
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 10.049%, running_loss is 0.042198
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 11.485%, running_loss is 0.037206
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 12.920%, running_loss is 2.200781
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 14.356%, running_loss is 0.022849
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 15.791%, running_loss is 2.646206
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 17.227%, running_loss is 1.583561
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 18.663%, running_loss is 0.041672
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 20.098%, running_loss is 0.034675
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 21.534%, running_loss is 0.019020
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 22.969%, running_loss is 0.043357
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 24.405%, running_loss is 1.201941
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 25.840%, running_loss is 0.049738
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 27.276%, running_loss is 0.033133
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 28.712%, running_loss is 0.057126
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 30.147%, running_loss is 0.032389
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 31.583%, running_loss is 0.038193
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 33.018%, running_loss is 0.039264
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 34.454%, running_loss is 0.024439
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 35.889%, running_loss is 1.664678
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 37.325%, running_loss is 1.377300
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 38.761%, running_loss is 0.020861
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 40.196%, running_loss is 0.030531
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 41.632%, running_loss is 1.811054
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 43.067%, running_loss is 0.047035
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 44.503%, running_loss is 0.035052
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 45.939%, running_loss is 2.730247
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 47.374%, running_loss is 0.041857
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 48.810%, running_loss is 0.079099
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 50.245%, running_loss is 0.032080
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 51.681%, running_loss is 0.082512
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 53.116%, running_loss is 0.026231
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 54.552%, running_loss is 0.043379
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 55.988%, running_loss is 0.050466
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 57.423%, running_loss is 0.040380
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 58.859%, running_loss is 0.026046
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 60.294%, running_loss is 0.034581
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 61.730%, running_loss is 0.028327
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 63.165%, running_loss is 0.014739
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 64.601%, running_loss is 0.031915
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 66.037%, running_loss is 0.991157
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 67.472%, running_loss is 0.026112
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 68.908%, running_loss is 0.063757
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 70.343%, running_loss is 0.016971
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 71.779%, running_loss is 0.038160
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 73.214%, running_loss is 0.033041
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 74.650%, running_loss is 0.043032
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 76.086%, running_loss is 0.055362
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 77.521%, running_loss is 0.031343
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 78.957%, running_loss is 1.467504
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 80.392%, running_loss is 4.298053
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 81.828%, running_loss is 0.026503
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 83.264%, running_loss is 1.784252
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 84.699%, running_loss is 1.808882
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 86.135%, running_loss is 0.035920
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 87.570%, running_loss is 0.020024
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 89.006%, running_loss is 1.114157
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 90.441%, running_loss is 0.036207
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 91.877%, running_loss is 1.442960
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 93.313%, running_loss is 0.016781
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 94.748%, running_loss is 1.762944
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 96.184%, running_loss is 1.659359
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 97.619%, running_loss is 0.052209
epoch is 64, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 99.055%, running_loss is 0.025239
epoch is 64, the whole loss is 0.562809
Now, begin testing!!
total_line_rec is 353
wer is 0.17001
sacc is 0.38203
whole loss is 0.00000
the best is 0.384199
the loss is bigger than before,so do not save the model
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 1.436%, running_loss is 0.024888
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 2.871%, running_loss is 3.152749
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 4.307%, running_loss is 0.036973
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 5.742%, running_loss is 0.029947
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 7.178%, running_loss is 0.046143
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 8.613%, running_loss is 0.038095
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 10.049%, running_loss is 0.027500
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 11.485%, running_loss is 0.035674
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 12.920%, running_loss is 3.552860
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 14.356%, running_loss is 0.026181
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 15.791%, running_loss is 0.116497
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 17.227%, running_loss is 0.026524
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 18.663%, running_loss is 1.171694
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 20.098%, running_loss is 1.054421
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 21.534%, running_loss is 0.016621
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 22.969%, running_loss is 0.038974
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 24.405%, running_loss is 0.045609
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 25.840%, running_loss is 0.025936
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 27.276%, running_loss is 0.040509
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 28.712%, running_loss is 0.028995
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 30.147%, running_loss is 1.136062
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 31.583%, running_loss is 0.034338
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 33.018%, running_loss is 1.132907
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 34.454%, running_loss is 0.049054
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 35.889%, running_loss is 0.036411
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 37.325%, running_loss is 0.043968
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 38.761%, running_loss is 3.197321
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 40.196%, running_loss is 0.020909
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 41.632%, running_loss is 0.060865
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 43.067%, running_loss is 0.024210
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 44.503%, running_loss is 0.993863
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 45.939%, running_loss is 1.481404
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 47.374%, running_loss is 0.058381
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 48.810%, running_loss is 0.062181
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 50.245%, running_loss is 1.137545
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 51.681%, running_loss is 2.708009
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 53.116%, running_loss is 1.273485
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 54.552%, running_loss is 0.066544
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 55.988%, running_loss is 1.752198
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 57.423%, running_loss is 1.781154
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 58.859%, running_loss is 0.032696
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 60.294%, running_loss is 0.038026
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 61.730%, running_loss is 0.056195
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 63.165%, running_loss is 0.055989
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 64.601%, running_loss is 0.073321
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 66.037%, running_loss is 0.050129
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 67.472%, running_loss is 1.091518
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 68.908%, running_loss is 1.714538
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 70.343%, running_loss is 0.045279
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 71.779%, running_loss is 0.042812
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 73.214%, running_loss is 0.026976
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 74.650%, running_loss is 3.123656
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 76.086%, running_loss is 0.026964
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 77.521%, running_loss is 0.036031
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 78.957%, running_loss is 0.058194
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 80.392%, running_loss is 0.026602
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 81.828%, running_loss is 2.400741
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 83.264%, running_loss is 1.140866
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 84.699%, running_loss is 1.321667
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 86.135%, running_loss is 0.018119
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 87.570%, running_loss is 0.014007
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 89.006%, running_loss is 1.461582
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 90.441%, running_loss is 0.017023
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 91.877%, running_loss is 0.026956
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 93.313%, running_loss is 0.050409
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 94.748%, running_loss is 0.029888
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 96.184%, running_loss is 0.059998
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 97.619%, running_loss is 0.042012
epoch is 65, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 99.055%, running_loss is 0.987661
epoch is 65, the whole loss is 0.583670
Now, begin testing!!
total_line_rec is 353
wer is 0.17493
sacc is 0.38203
whole loss is 0.00000
the best is 0.384199
the loss is bigger than before,so do not save the model
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 1.436%, running_loss is 0.018105
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 2.871%, running_loss is 0.020913
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 4.307%, running_loss is 1.361449
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 5.742%, running_loss is 0.022509
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 7.178%, running_loss is 1.023312
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 8.613%, running_loss is 1.569038
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 10.049%, running_loss is 1.605455
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 11.485%, running_loss is 2.925738
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 12.920%, running_loss is 0.024522
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 14.356%, running_loss is 0.018989
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 15.791%, running_loss is 1.498123
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 17.227%, running_loss is 0.028792
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 18.663%, running_loss is 2.069836
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 20.098%, running_loss is 0.022803
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 21.534%, running_loss is 0.032754
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 22.969%, running_loss is 0.032943
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 24.405%, running_loss is 0.027164
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 25.840%, running_loss is 0.080187
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 27.276%, running_loss is 1.567687
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 28.712%, running_loss is 0.018314
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 30.147%, running_loss is 0.018796
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 31.583%, running_loss is 0.039869
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 33.018%, running_loss is 0.061496
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 34.454%, running_loss is 0.020653
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 35.889%, running_loss is 1.723391
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 37.325%, running_loss is 0.035338
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 38.761%, running_loss is 2.702793
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 40.196%, running_loss is 0.055005
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 41.632%, running_loss is 0.045740
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 43.067%, running_loss is 1.392152
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 44.503%, running_loss is 0.018962
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 45.939%, running_loss is 1.770069
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 47.374%, running_loss is 0.088873
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 48.810%, running_loss is 0.042793
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 50.245%, running_loss is 0.062900
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 51.681%, running_loss is 0.016281
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 53.116%, running_loss is 0.040588
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 54.552%, running_loss is 0.042631
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 55.988%, running_loss is 0.035159
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 57.423%, running_loss is 0.036760
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 58.859%, running_loss is 0.036999
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 60.294%, running_loss is 0.029640
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 61.730%, running_loss is 2.063110
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 63.165%, running_loss is 0.029795
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 64.601%, running_loss is 2.418993
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 66.037%, running_loss is 0.015254
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 67.472%, running_loss is 0.030704
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 68.908%, running_loss is 3.648486
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 70.343%, running_loss is 0.019659
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 71.779%, running_loss is 0.045120
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 73.214%, running_loss is 1.557622
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 74.650%, running_loss is 1.079986
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 76.086%, running_loss is 0.012232
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 77.521%, running_loss is 1.548397
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 78.957%, running_loss is 0.032194
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 80.392%, running_loss is 0.036834
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 81.828%, running_loss is 0.021363
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 83.264%, running_loss is 1.348123
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 84.699%, running_loss is 0.023009
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 86.135%, running_loss is 0.042851
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 87.570%, running_loss is 1.378109
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 89.006%, running_loss is 1.530997
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 90.441%, running_loss is 0.020767
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 91.877%, running_loss is 0.028964
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 93.313%, running_loss is 0.050100
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 94.748%, running_loss is 0.025879
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 96.184%, running_loss is 0.085388
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 97.619%, running_loss is 0.054286
epoch is 66, lr rate is 0.00001, te is 1.000, batch_size is 6, loading for 99.055%, running_loss is 2.640419
epoch is 66, the whole loss is 0.604008
Now, begin testing!!
total_line_rec is 342
wer is 0.18084
sacc is 0.37013
whole loss is 0.00000
the best is 0.384199
the loss is bigger than before,so do not save the model
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 1.436%, running_loss is 1.840359
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 2.871%, running_loss is 1.709626
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 4.307%, running_loss is 0.026305
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 5.742%, running_loss is 0.035834
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 7.178%, running_loss is 0.027113
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 8.613%, running_loss is 0.018784
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 10.049%, running_loss is 1.376025
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 11.485%, running_loss is 0.034969
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 12.920%, running_loss is 2.120856
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 14.356%, running_loss is 0.026321
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 15.791%, running_loss is 0.954337
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 17.227%, running_loss is 2.024020
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 18.663%, running_loss is 0.022865
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 20.098%, running_loss is 0.020420
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 21.534%, running_loss is 0.029052
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 22.969%, running_loss is 1.339091
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 24.405%, running_loss is 1.489528
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 25.840%, running_loss is 0.047542
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 27.276%, running_loss is 0.021187
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 28.712%, running_loss is 0.039842
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 30.147%, running_loss is 0.023579
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 31.583%, running_loss is 0.025910
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 33.018%, running_loss is 1.771722
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 34.454%, running_loss is 0.029440
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 35.889%, running_loss is 0.010597
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 37.325%, running_loss is 3.146320
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 38.761%, running_loss is 0.024760
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 40.196%, running_loss is 0.028102
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 41.632%, running_loss is 0.026309
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 43.067%, running_loss is 0.033526
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 44.503%, running_loss is 0.103276
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 45.939%, running_loss is 0.018395
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 47.374%, running_loss is 0.029436
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 48.810%, running_loss is 0.013169
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 50.245%, running_loss is 0.023233
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 51.681%, running_loss is 0.018438
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 53.116%, running_loss is 0.046920
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 54.552%, running_loss is 1.494516
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 55.988%, running_loss is 0.051506
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 57.423%, running_loss is 0.010753
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 58.859%, running_loss is 0.016492
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 60.294%, running_loss is 0.050655
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 61.730%, running_loss is 2.389526
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 63.165%, running_loss is 0.024508
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 64.601%, running_loss is 1.885080
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 66.037%, running_loss is 1.439238
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 67.472%, running_loss is 0.025166
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 68.908%, running_loss is 0.009320
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 70.343%, running_loss is 0.054291
epoch is 67, lr rate is 0.00000, te is 1.000, batch_size is 6, loading for 71.779%, running_loss is 0.056560
